,month,year,latitude,longitude,co2
384,0,2000,35.1,-114.5,24.55026619
421,0,2000,33.3,-112.8,4.388262929
426,0,2000,39.5,-112.5,13.31468501
466,0,2000,36.9,-111.3,16.4339537
470,0,2000,39.1,-111.1,10.03961862
472,0,2000,39.3,-111,6.069386116
474,0,2000,29,-110.9,2.431313016
486,0,2000,41.7,-110.5,5.686334058
491,0,2000,34.9,-110.3,6.66866338
498,0,2000,34.4,-109.2,5.529225629
500,0,2000,34.3,-109.1,5.463358408
505,0,2000,41.7,-108.8,15.88877547
511,0,2000,36.6,-108.4,14.21323669
512,0,2000,36.8,-108.4,12.71507653
528,0,2000,40.4,-107.5,9.850504808
540,0,2000,45.8,-106.6,18.77701559
552,0,2000,42.8,-105.7,6.72975272
557,0,2000,49,-105.4,11.0444176
558,0,2000,44.2,-105.3,5.472049001
572,0,2000,42.1,-104.9,13.94017668
617,0,2000,49,-103,16.48930687
620,0,2000,49,-102.8,5.585770472
630,0,2000,34.1,-102.5,6.682234991
646,0,2000,47.3,-101.8,7.988349898
651,0,2000,35.2,-101.7,7.981689625
668,0,2000,47.2,-101.3,5.556982367
671,0,2000,47,-101.2,6.443850718
672,0,2000,41,-101.1,9.826971371
675,0,2000,47.3,-101.1,11.43782929
682,0,2000,28.3,-100.8,4.902468918
757,0,2000,29.4,-98.4,5.53116401
798,0,2000,25.8,-97.8,4.024838374
861,0,2000,30.5,-97,12.87949765
865,0,2000,36.4,-97,6.420758116
891,0,2000,29.9,-96.7,10.12975302
919,0,2000,42.2,-96.3,5.949334409
920,0,2000,42.3,-96.3,4.9828958
924,0,2000,31.4,-96.2,11.65121264
930,0,2000,39.2,-96.1,15.07877991
938,0,2000,31.8,-96,8.125541746
956,0,2000,41.1,-95.8,5.825456625
963,0,2000,40.6,-95.7,4.576517462
966,0,2000,29.4,-95.6,18.30816912
989,0,2000,36.1,-95.3,6.37087119
1000,0,2000,35.7,-95.2,9.517357357
1023,0,2000,33,-95,14.20726419
1038,0,2000,33,-94.8,10.04645982
1060,0,2000,38.3,-94.6,10.68449291
1064,0,2000,32.2,-94.5,17.80835807
1133,0,2000,45.3,-93.8,17.18920312
1151,0,2000,47.2,-93.6,7.820921317
1153,0,2000,32,-93.5,5.063801531
1175,0,2000,30.2,-93.2,8.229288425
1221,0,2000,39.5,-92.6,7.805942332
1230,0,2000,41,-92.5,4.933303844
1260,0,2000,34.4,-92.1,10.63458889
1331,0,2000,35.6,-91.4,10.24456833
1335,0,2000,30.7,-91.3,11.50642993
1367,0,2000,41.3,-91,7.092851069
1389,0,2000,38.5,-90.8,17.55624247
1433,0,2000,38.4,-90.3,6.13999409
1439,0,2000,38.1,-90.2,7.563198029
1441,0,2000,38.9,-90.2,5.929217448
1449,0,2000,35,-90.1,4.584690014
1478,0,2000,38.2,-89.8,13.02107546
1494,0,2000,40.5,-89.6,14.30735865
1497,0,2000,44.8,-89.6,3.952388084
1499,0,2000,36.5,-89.5,7.3174551
1511,0,2000,39,-89.4,5.51875637
1512,0,2000,39.5,-89.4,7.443262424
1515,0,2000,43.4,-89.4,8.004013122
1555,0,2000,37.2,-88.8,8.452617098
1562,0,2000,37.1,-88.7,8.914749662
1601,0,2000,38.9,-88.2,7.352907014
1614,0,2000,41.4,-88.1,8.01098752
1624,0,2000,41.6,-88,5.129263278
1639,0,2000,42.5,-87.9,9.454349085
1648,0,2000,42.8,-87.8,7.335850562
1651,0,2000,38.3,-87.7,19.93975163
1656,0,2000,43.7,-87.7,5.080759562
1659,0,2000,36.3,-87.6,16.16201935
1674,0,2000,39,-87.5,6.024300055
1681,0,2000,39.9,-87.4,6.694535368
1689,0,2000,37.9,-87.3,6.936497601
1698,0,2000,33.6,-87.2,6.872829254
1699,0,2000,38.5,-87.2,12.40256526
1718,0,2000,33.6,-87,17.56079109
1722,0,2000,37.9,-87,15.87398507
1724,0,2000,41.2,-87,10.27378489
1737,0,2000,37.2,-86.9,12.4934116
1793,0,2000,33.2,-86.4,10.33612779
1794,0,2000,36.3,-86.4,6.604599577
1838,0,2000,42.9,-86.2,9.357750074
1910,0,2000,38,-85.9,9.340862176
1934,0,2000,34.8,-85.7,8.538218201
1954,0,2000,38.7,-85.4,8.419691148
1977,0,2000,33.4,-85,11.2151271
1978,0,2000,38.7,-85,11.76970787
1983,0,2000,34.1,-84.9,17.67747701
2001,0,2000,39.1,-84.8,7.308188709
2092,0,2000,38.8,-84.2,8.336609528
2093,0,2000,38.9,-84.2,5.997456814
2152,0,2000,33,-83.8,21.43948182
2153,0,2000,38.7,-83.8,4.763549088
2189,0,2000,38.6,-83.6,11.10207278
2211,0,2000,41.8,-83.4,15.72509458
2222,0,2000,33.1,-83.2,6.480982287
2277,0,2000,38.1,-82.6,5.958533024
2289,0,2000,27.7,-82.4,8.1661281
2290,0,2000,27.9,-82.4,2.724894577
2295,0,2000,42.7,-82.4,19.10617018
2300,0,2000,27.6,-82.3,4.254331969
2315,0,2000,38.9,-82.1,24.53053466
2329,0,2000,38.9,-81.9,12.60468608
2335,0,2000,38.4,-81.8,15.19754034
2336,0,2000,40.1,-81.8,9.114714041
2339,0,2000,26.6,-81.7,4.076301819
2350,0,2000,29.7,-81.6,7.295221185
2356,0,2000,39.5,-81.6,7.530438277
2363,0,2000,30.4,-81.5,9.754089086
2382,0,2000,41.6,-81.4,6.478188756
2387,0,2000,28.8,-81.3,5.733449259
2402,0,2000,39.3,-81.2,5.787242415
2408,0,2000,28.4,-81.1,5.893238653
2411,0,2000,32.3,-81.1,1.227967568
2429,0,2000,35.5,-80.9,12.04161628
2436,0,2000,39.8,-80.8,12.03702169
2456,0,2000,40.2,-80.6,10.18822505
2458,0,2000,40.5,-80.6,12.59991704
2461,0,2000,27,-80.5,8.681103194
2467,0,2000,40.6,-80.4,17.81103255
2472,0,2000,39.3,-80.3,12.71893326
2485,0,2000,33.3,-80.1,7.93718054
2491,0,2000,36.2,-80,12.26843687
2508,0,2000,39.7,-79.9,6.855388543
2509,0,2000,39.8,-79.9,8.066202194
2563,0,2000,33.3,-79.3,4.532835239
2565,0,2000,40.6,-79.3,7.300620833
2571,0,2000,39.2,-79.2,10.63732938
2576,0,2000,40.5,-79.1,12.57663054
2585,0,2000,36.4,-79,13.24661361
2587,0,2000,40.3,-79,10.91813231
2614,0,2000,36.8,-78.7,5.740609893
2751,0,2000,38.3,-76.9,3.559044457
2791,0,2000,40,-76.6,7.251789437
2792,0,2000,41,-76.6,6.677959827
2801,0,2000,39.1,-76.5,10.25648032
2972,0,2000,40.1,-74.7,3.05264179
3003,0,2000,40.6,-74.2,2.830577279
3026,0,2000,40.7,-73.9,7.495120735
3246,0,2000,41.7,-71.1,7.360613978
3248,0,2000,42.3,-71.1,5.487059811
3504,0,2000,47.9,-65.9,6.611117227
15455,1,2000,35.1,-114.5,20.93122416
15492,1,2000,33.3,-112.8,3.741373639
15497,1,2000,39.5,-112.5,11.35192055
15537,1,2000,36.9,-111.3,14.01136575
15541,1,2000,39.1,-111.1,8.559642934
15543,1,2000,39.3,-111,5.17467584
15545,1,2000,29,-110.9,2.330008319
15557,1,2000,41.7,-110.5,4.848091125
15562,1,2000,34.9,-110.3,5.685612101
15569,1,2000,34.4,-109.2,4.714143073
15571,1,2000,34.3,-109.1,4.657985435
15576,1,2000,41.7,-108.8,13.54655399
15582,1,2000,36.6,-108.4,12.11801288
15583,1,2000,36.8,-108.4,10.84070199
15599,1,2000,40.4,-107.5,8.39840668
15611,1,2000,45.8,-106.6,16.00902932
15623,1,2000,42.8,-105.7,5.737695545
15628,1,2000,49,-105.4,10.23701637
15629,1,2000,44.2,-105.3,4.665394776
15643,1,2000,42.1,-104.9,11.88520565
15688,1,2000,49,-103,15.28385692
15691,1,2000,49,-102.8,5.177422812
15701,1,2000,34.1,-102.5,5.69718286
15717,1,2000,47.3,-101.8,6.810758641
15722,1,2000,35.2,-101.7,6.805080229
15739,1,2000,47.2,-101.3,4.737807936
15742,1,2000,47,-101.2,5.493939912
15743,1,2000,41,-101.1,8.378342172
15746,1,2000,47.3,-101.1,9.751738158
15753,1,2000,28.3,-100.8,4.698199318
15828,1,2000,29.4,-98.4,4.715795323
15869,1,2000,25.8,-97.8,3.857136628
15932,1,2000,30.5,-97,10.98088539
15936,1,2000,36.4,-97,5.474251411
15962,1,2000,29.9,-96.7,8.636490384
15990,1,2000,42.2,-96.3,5.072321801
15991,1,2000,42.3,-96.3,4.248349156
15995,1,2000,31.4,-96.2,9.933665991
16001,1,2000,39.2,-96.1,12.85596362
16009,1,2000,31.8,-96,6.927726856
16027,1,2000,41.1,-95.8,4.966705696
16034,1,2000,40.6,-95.7,3.901876738
16037,1,2000,29.4,-95.6,15.60929741
16060,1,2000,36.1,-95.3,5.431718426
16071,1,2000,35.7,-95.2,8.114369979
16094,1,2000,33,-95,12.11292087
16109,1,2000,33,-94.8,8.565475167
16131,1,2000,38.3,-94.6,9.10945348
16135,1,2000,32.2,-94.5,15.18316485
16204,1,2000,45.3,-93.8,14.65528176
16222,1,2000,47.2,-93.6,6.668011556
16224,1,2000,32,-93.5,4.317328749
16246,1,2000,30.2,-93.2,7.016179836
16292,1,2000,39.5,-92.6,6.655240286
16301,1,2000,41,-92.5,4.206068119
16331,1,2000,34.4,-92.1,9.06690635
16402,1,2000,35.6,-91.4,8.734380077
16406,1,2000,30.7,-91.3,9.810225507
16438,1,2000,41.3,-91,6.047268893
16460,1,2000,38.5,-90.8,14.96821383
16504,1,2000,38.4,-90.3,5.234875847
16510,1,2000,38.1,-90.2,6.448280292
16512,1,2000,38.9,-90.2,5.055170463
16520,1,2000,35,-90.1,3.908844654
16549,1,2000,38.2,-89.8,11.10159187
16565,1,2000,40.5,-89.6,12.1982603
16568,1,2000,44.8,-89.6,3.369752369
16570,1,2000,36.5,-89.5,6.238763097
16582,1,2000,39,-89.4,4.705217034
16583,1,2000,39.5,-89.4,6.346024675
16586,1,2000,43.4,-89.4,6.824112781
16626,1,2000,37.2,-88.8,7.206586684
16633,1,2000,37.1,-88.7,7.600594807
16672,1,2000,38.9,-88.2,6.268989222
16685,1,2000,41.4,-88.1,6.830059348
16695,1,2000,41.6,-88,4.373140437
16710,1,2000,42.5,-87.9,8.060649903
16719,1,2000,42.8,-87.8,6.254446947
16722,1,2000,38.3,-87.7,17.00036277
16727,1,2000,43.7,-87.7,4.331786451
16730,1,2000,36.3,-87.6,13.77951917
16745,1,2000,39,-87.5,5.136236497
16752,1,2000,39.9,-87.4,5.707669799
16760,1,2000,37.9,-87.3,5.913963825
16769,1,2000,33.6,-87.2,5.859681507
16770,1,2000,38.5,-87.2,10.57425923
16789,1,2000,33.6,-87,14.97209295
16793,1,2000,37.9,-87,13.53394421
16795,1,2000,41.2,-87,8.759290242
16808,1,2000,37.2,-86.9,10.65171312
16864,1,2000,33.2,-86.4,8.812442182
16865,1,2000,36.3,-86.4,5.630992084
16909,1,2000,42.9,-86.2,7.978290829
16981,1,2000,38,-85.9,7.963892356
17005,1,2000,34.8,-85.7,7.279569159
17025,1,2000,38.7,-85.4,7.178514643
17048,1,2000,33.4,-85,9.561865263
17049,1,2000,38.7,-85,10.03469281
17054,1,2000,34.1,-84.9,15.07157802
17072,1,2000,39.1,-84.8,6.230862236
17163,1,2000,38.8,-84.2,7.107680358
17164,1,2000,38.9,-84.2,5.113350169
17223,1,2000,33,-83.8,18.27901031
17224,1,2000,38.7,-83.8,4.061337273
17260,1,2000,38.6,-83.6,9.46547724
17282,1,2000,41.8,-83.4,13.40700238
17293,1,2000,33.1,-83.2,5.525598164
17348,1,2000,38.1,-82.6,5.080164316
17360,1,2000,27.7,-82.4,6.962330102
17361,1,2000,27.9,-82.4,2.323208222
17366,1,2000,42.7,-82.4,17.70941402
17371,1,2000,27.6,-82.3,3.627185695
17386,1,2000,38.9,-82.1,20.91440168
17400,1,2000,38.9,-81.9,10.74658474
17406,1,2000,38.4,-81.8,12.95721675
17407,1,2000,40.1,-81.8,7.771081539
17410,1,2000,26.6,-81.7,3.47539971
17421,1,2000,29.7,-81.6,6.219806572
17427,1,2000,39.5,-81.6,6.420349695
17434,1,2000,30.4,-81.5,9.754089086
17453,1,2000,41.6,-81.4,5.523216001
17458,1,2000,28.8,-81.3,4.888261101
17473,1,2000,39.3,-81.2,4.934124518
17479,1,2000,28.4,-81.1,5.024495251
17482,1,2000,32.3,-81.1,1.046948516
17500,1,2000,35.5,-80.9,10.26651818
17507,1,2000,39.8,-80.8,10.26260134
17527,1,2000,40.2,-80.6,8.686343128
17529,1,2000,40.5,-80.6,10.74251939
17532,1,2000,27,-80.5,7.401390692
17538,1,2000,40.6,-80.4,15.18544447
17543,1,2000,39.3,-80.3,10.84399057
17556,1,2000,33.3,-80.1,6.767132407
17562,1,2000,36.2,-80,10.45990361
17579,1,2000,39.7,-79.9,5.844811552
17580,1,2000,39.8,-79.9,6.877134474
17634,1,2000,33.3,-79.3,4.532835239
17636,1,2000,40.6,-79.3,6.224410594
17642,1,2000,39.2,-79.2,9.069242544
17647,1,2000,40.5,-79.1,10.72266528
17656,1,2000,36.4,-79,11.29388229
17658,1,2000,40.3,-79,9.308651701
17685,1,2000,36.8,-78.7,4.894366204
17822,1,2000,38.3,-76.9,3.034393078
17862,1,2000,40,-76.6,6.18277755
17863,1,2000,41,-76.6,5.693538304
17872,1,2000,39.1,-76.5,10.25648032
18043,1,2000,40.1,-74.7,2.602641049
18074,1,2000,40.6,-74.2,2.413311831
18097,1,2000,40.7,-73.9,6.390238494
18317,1,2000,41.7,-71.1,6.275559914
18319,1,2000,42.3,-71.1,5.487059811
18575,1,2000,47.9,-65.9,6.611117227
30526,2,2000,35.1,-114.5,20.51428787
30563,2,2000,33.3,-112.8,3.666847944
30568,2,2000,39.5,-112.5,11.12579776
30608,2,2000,36.9,-111.3,13.7322696
30612,2,2000,39.1,-111.1,8.38914029
30614,2,2000,39.3,-111,5.071599844
30616,2,2000,29,-110.9,2.127398926
30628,2,2000,41.7,-110.5,4.751520402
30633,2,2000,34.9,-110.3,5.572357986
30640,2,2000,34.4,-109.2,4.62024035
30642,2,2000,34.3,-109.1,4.565201598
30647,2,2000,41.7,-108.8,13.27671538
30653,2,2000,36.6,-108.4,11.87663057
30654,2,2000,36.8,-108.4,10.62476203
30670,2,2000,40.4,-107.5,8.231116008
30682,2,2000,45.8,-106.6,15.69014008
30694,2,2000,42.8,-105.7,5.623404759
30699,2,2000,49,-105.4,10.23340481
30700,2,2000,44.2,-105.3,4.572463306
30714,2,2000,42.1,-104.9,11.64846036
30759,2,2000,49,-103,15.27846434
30762,2,2000,49,-102.8,5.175596409
30772,2,2000,34.1,-102.5,5.583698898
30788,2,2000,47.3,-101.8,6.675093216
30793,2,2000,35.2,-101.7,6.66952796
30810,2,2000,47.2,-101.3,4.643434026
30813,2,2000,47,-101.2,5.384504213
30814,2,2000,41,-101.1,8.21145167
30817,2,2000,47.3,-101.1,9.557490499
30824,2,2000,28.3,-100.8,4.289660414
30899,2,2000,29.4,-98.4,4.621859891
30940,2,2000,25.8,-97.8,3.52173343
31003,2,2000,30.5,-97,10.76215308
31007,2,2000,36.4,-97,5.365207631
31033,2,2000,29.9,-96.7,8.464457191
31061,2,2000,42.2,-96.3,4.971284376
31062,2,2000,42.3,-96.3,4.163724905
31066,2,2000,31.4,-96.2,9.735793814
31072,2,2000,39.2,-96.1,12.5998805
31080,2,2000,31.8,-96,6.789731131
31098,2,2000,41.1,-95.8,4.867771964
31105,2,2000,40.6,-95.7,3.824153806
31108,2,2000,29.4,-95.6,15.29837032
31131,2,2000,36.1,-95.3,5.323522135
31142,2,2000,35.7,-95.2,7.952737091
31165,2,2000,33,-95,11.87163875
31180,2,2000,33,-94.8,8.394856421
31202,2,2000,38.3,-94.6,8.927999486
31206,2,2000,32.2,-94.5,14.8807268
31275,2,2000,45.3,-93.8,14.36335893
31293,2,2000,47.2,-93.6,6.535189168
31295,2,2000,32,-93.5,4.231330422
31317,2,2000,30.2,-93.2,6.876421947
31363,2,2000,39.5,-92.6,6.522672498
31372,2,2000,41,-92.5,4.122286053
31402,2,2000,34.4,-92.1,8.886299845
31473,2,2000,35.6,-91.4,8.560397306
31477,2,2000,30.7,-91.3,9.614812698
31509,2,2000,41.3,-91,5.926811122
31531,2,2000,38.5,-90.8,14.67005683
31575,2,2000,38.4,-90.3,5.130600519
31581,2,2000,38.1,-90.2,6.319835025
31583,2,2000,38.9,-90.2,4.954474862
31591,2,2000,35,-90.1,3.830982929
31620,2,2000,38.2,-89.8,10.88045618
31636,2,2000,40.5,-89.6,11.95527849
31639,2,2000,44.8,-89.6,3.302629237
31641,2,2000,36.5,-89.5,6.114491036
31653,2,2000,39,-89.4,4.611492295
31654,2,2000,39.5,-89.4,6.219616211
31657,2,2000,43.4,-89.4,6.688180969
31697,2,2000,37.2,-88.8,7.063036312
31704,2,2000,37.1,-88.7,7.449196026
31743,2,2000,38.9,-88.2,6.144114843
31756,2,2000,41.4,-88.1,6.694009076
31766,2,2000,41.6,-88,4.286030591
31781,2,2000,42.5,-87.9,7.900087279
31790,2,2000,42.8,-87.8,6.12986253
31793,2,2000,38.3,-87.7,16.66172668
31798,2,2000,43.7,-87.7,4.245500226
31801,2,2000,36.3,-87.6,13.50504
31816,2,2000,39,-87.5,5.033926071
31823,2,2000,39.9,-87.4,5.593977206
31831,2,2000,37.9,-87.3,5.796161677
31840,2,2000,33.6,-87.2,5.742960231
31841,2,2000,38.5,-87.2,10.36362698
31860,2,2000,33.6,-87,14.67385815
31864,2,2000,37.9,-87,13.26435784
31866,2,2000,41.2,-87,8.584810646
31879,2,2000,37.2,-86.9,10.43953795
31935,2,2000,33.2,-86.4,8.636904699
31936,2,2000,36.3,-86.4,5.518826503
31980,2,2000,42.9,-86.2,7.819368373
32052,2,2000,38,-85.9,7.805256915
32076,2,2000,34.8,-85.7,7.134564854
32096,2,2000,38.7,-85.4,7.035523566
32119,2,2000,33.4,-85,9.371399479
32120,2,2000,38.7,-85,9.834808581
32125,2,2000,34.1,-84.9,14.77136182
32143,2,2000,39.1,-84.8,6.106748122
32234,2,2000,38.8,-84.2,6.966099601
32235,2,2000,38.9,-84.2,5.011495901
32294,2,2000,33,-83.8,17.91490476
32295,2,2000,38.7,-83.8,3.980438025
32331,2,2000,38.6,-83.6,9.276930978
32353,2,2000,41.8,-83.4,13.13994433
32364,2,2000,33.1,-83.2,5.415531858
32419,2,2000,38.1,-82.6,4.978970712
32431,2,2000,27.7,-82.4,6.823645424
32432,2,2000,27.9,-82.4,2.276931522
32437,2,2000,42.7,-82.4,17.70316689
32442,2,2000,27.6,-82.3,3.554934607
32457,2,2000,38.9,-82.1,20.49780014
32471,2,2000,38.9,-81.9,10.5325201
32477,2,2000,38.4,-81.8,12.69911804
32478,2,2000,40.1,-81.8,7.616286908
32481,2,2000,26.6,-81.7,3.406172
32492,2,2000,29.7,-81.6,6.095912286
32498,2,2000,39.5,-81.6,6.292460188
32505,2,2000,30.4,-81.5,9.754089086
32524,2,2000,41.6,-81.4,5.413197432
32529,2,2000,28.8,-81.3,4.790890333
32544,2,2000,39.3,-81.2,4.835839958
32550,2,2000,28.4,-81.1,4.924410809
32553,2,2000,32.3,-81.1,1.026094054
32571,2,2000,35.5,-80.9,10.06201637
32578,2,2000,39.8,-80.8,10.05817733
32598,2,2000,40.2,-80.6,8.513316876
32600,2,2000,40.5,-80.6,10.5285349
32603,2,2000,27,-80.5,7.253960022
32609,2,2000,40.6,-80.4,14.88296044
32614,2,2000,39.3,-80.3,10.62798461
32627,2,2000,33.3,-80.1,6.632335688
32633,2,2000,36.2,-80,10.25154862
32650,2,2000,39.7,-79.9,5.728386721
32651,2,2000,39.8,-79.9,6.740146542
32705,2,2000,33.3,-79.3,4.532835239
32707,2,2000,40.6,-79.3,6.100424369
32713,2,2000,39.2,-79.2,8.88858948
32718,2,2000,40.5,-79.1,10.50907683
32727,2,2000,36.4,-79,11.0689158
32729,2,2000,40.3,-79,9.123229596
32756,2,2000,36.8,-78.7,4.79687344
32893,2,2000,38.3,-76.9,2.973949962
32933,2,2000,40,-76.6,6.059620544
32934,2,2000,41,-76.6,5.580126832
32943,2,2000,39.1,-76.5,10.25648032
33114,2,2000,40.1,-74.7,2.550798061
33145,2,2000,40.6,-74.2,2.365240258
33168,2,2000,40.7,-73.9,6.262948948
33388,2,2000,41.7,-71.1,6.150554698
33390,2,2000,42.3,-71.1,5.487059811
33646,2,2000,47.9,-65.9,6.611117227
45597,3,2000,35.1,-114.5,18.4958343
45634,3,2000,33.3,-112.8,3.306057206
45639,3,2000,39.5,-112.5,10.03110129
45679,3,2000,36.9,-111.3,12.38111636
45683,3,2000,39.1,-111.1,7.563711355
45685,3,2000,39.3,-111,4.572592079
45687,3,2000,29,-110.9,2.026094229
45699,3,2000,41.7,-110.5,4.284006165
45704,3,2000,34.9,-110.3,5.024079757
45711,3,2000,34.4,-109.2,4.165642953
45713,3,2000,34.3,-109.1,4.116019762
45718,3,2000,41.7,-108.8,11.97038595
45724,3,2000,36.6,-108.4,10.70805876
45725,3,2000,36.8,-108.4,9.579364909
45741,3,2000,40.4,-107.5,7.421235372
45753,3,2000,45.8,-106.6,14.14634635
45765,3,2000,42.8,-105.7,5.070103478
45770,3,2000,49,-105.4,8.750676854
45771,3,2000,44.2,-105.3,4.122566879
45785,3,2000,42.1,-104.9,10.50233818
45830,3,2000,49,-103,13.06475356
45833,3,2000,49,-102.8,4.425699193
45843,3,2000,34.1,-102.5,5.034304435
45859,3,2000,47.3,-101.8,6.018313412
45864,3,2000,35.2,-101.7,6.013295664
45881,3,2000,47.2,-101.3,4.186554655
45884,3,2000,47,-101.2,4.85470867
45885,3,2000,41,-101.1,7.403505289
45888,3,2000,47.3,-101.1,8.61710422
45895,3,2000,28.3,-100.8,4.085390814
45970,3,2000,29.4,-98.4,4.167103074
46011,3,2000,25.8,-97.8,3.354031978
46074,3,2000,30.5,-97,9.703237389
46078,3,2000,36.4,-97,4.837311277
46104,3,2000,29.9,-96.7,7.631617147
46132,3,2000,42.2,-96.3,4.482147087
46133,3,2000,42.3,-96.3,3.754045309
46137,3,2000,31.4,-96.2,8.777864277
46143,3,2000,39.2,-96.1,11.36014673
46151,3,2000,31.8,-96,6.121671708
46169,3,2000,41.1,-95.8,4.388819572
46176,3,2000,40.6,-95.7,3.44788549
46179,3,2000,29.4,-95.6,13.79312378
46202,3,2000,36.1,-95.3,4.799727085
46213,3,2000,35.7,-95.2,7.170246616
46236,3,2000,33,-95,10.70355847
46251,3,2000,33,-94.8,7.568865243
46273,3,2000,38.3,-94.6,8.049550626
46277,3,2000,32.2,-94.5,13.41657346
46346,3,2000,45.3,-93.8,12.95011034
46364,3,2000,47.2,-93.6,5.892174871
46366,3,2000,32,-93.5,3.814998803
46388,3,2000,30.2,-93.2,6.199832824
46434,3,2000,39.5,-92.6,5.880889948
46443,3,2000,41,-92.5,3.716683597
46473,3,2000,34.4,-92.1,8.011954058
46544,3,2000,35.6,-91.4,7.718117602
46548,3,2000,30.7,-91.3,8.668786315
46580,3,2000,41.3,-91,5.343656776
46602,3,2000,38.5,-90.8,13.2266322
46646,3,2000,38.4,-90.3,4.625787336
46652,3,2000,38.1,-90.2,5.698010311
46654,3,2000,38.9,-90.2,4.466991297
46662,3,2000,35,-90.1,3.454042751
46691,3,2000,38.2,-89.8,9.809900184
46707,3,2000,40.5,-89.6,10.77896848
46710,3,2000,44.8,-89.6,2.977674965
46712,3,2000,36.5,-89.5,5.512870506
46724,3,2000,39,-89.4,4.157755648
46725,3,2000,39.5,-89.4,5.607651954
46728,3,2000,43.4,-89.4,6.030114018
46768,3,2000,37.2,-88.8,6.368085909
46775,3,2000,37.1,-88.7,6.716250653
46814,3,2000,38.9,-88.2,5.539579375
46827,3,2000,41.4,-88.1,6.035368096
46837,3,2000,41.6,-88,3.864317005
46852,3,2000,42.5,-87.9,7.122777213
46861,3,2000,42.8,-87.8,5.526729132
46864,3,2000,38.3,-87.7,15.02233643
46869,3,2000,43.7,-87.7,3.827774493
46872,3,2000,36.3,-87.6,12.17624445
46887,3,2000,39,-87.5,4.538625333
46894,3,2000,39.9,-87.4,5.043571415
46902,3,2000,37.9,-87.3,5.225862289
46911,3,2000,33.6,-87.2,5.177895473
46912,3,2000,38.5,-87.2,9.343923273
46931,3,2000,33.6,-87,13.23005988
46935,3,2000,37.9,-87,11.95924247
46937,3,2000,41.2,-87,7.740129331
46950,3,2000,37.2,-86.9,9.412364787
47006,3,2000,33.2,-86.4,7.787097195
47007,3,2000,36.3,-86.4,4.975814729
47051,3,2000,42.9,-86.2,7.050001012
47123,3,2000,38,-85.9,7.037277479
47147,3,2000,34.8,-85.7,6.432576993
47167,3,2000,38.7,-85.4,6.34328006
47190,3,2000,33.4,-85,8.449323206
47191,3,2000,38.7,-85,8.867136457
47196,3,2000,34.1,-84.9,13.31797006
47214,3,2000,39.1,-84.8,5.505889036
47305,3,2000,38.8,-84.2,6.280687281
47306,3,2000,38.9,-84.2,4.518401995
47365,3,2000,33,-83.8,16.15221135
47366,3,2000,38.7,-83.8,3.588792617
47402,3,2000,38.6,-83.6,8.364149973
47424,3,2000,41.8,-83.4,11.847071
47435,3,2000,33.1,-83.2,4.882683468
47490,3,2000,38.1,-82.6,4.489077284
47502,3,2000,27.7,-82.4,6.152249087
47503,3,2000,27.9,-82.4,2.052898279
47508,3,2000,42.7,-82.4,15.13813832
47513,3,2000,27.6,-82.3,3.205155332
47528,3,2000,38.9,-82.1,18.48096847
47542,3,2000,38.9,-81.9,9.496198421
47548,3,2000,38.4,-81.8,11.4496187
47549,3,2000,40.1,-81.8,6.866900367
47552,3,2000,26.6,-81.7,3.071029885
47563,3,2000,29.7,-81.6,5.496119928
47569,3,2000,39.5,-81.6,5.673328815
47576,3,2000,30.4,-81.5,9.754089086
47595,3,2000,41.6,-81.4,4.88057889
47600,3,2000,28.8,-81.3,4.319502281
47615,3,2000,39.3,-81.2,4.36002911
47621,3,2000,28.4,-81.1,4.439885499
47624,3,2000,32.3,-81.1,0.925133982
47642,3,2000,35.5,-80.9,9.071988337
47649,3,2000,39.8,-80.8,9.06852707
47669,3,2000,40.2,-80.6,7.675669483
47671,3,2000,40.5,-80.6,9.492605728
47674,3,2000,27,-80.5,6.540224007
47680,3,2000,40.6,-80.4,13.41858787
47685,3,2000,39.3,-80.3,9.582270417
47698,3,2000,33.3,-80.1,5.979762682
47704,3,2000,36.2,-80,9.242872882
47721,3,2000,39.7,-79.9,5.164755858
47722,3,2000,39.8,-79.9,6.076966369
47776,3,2000,33.3,-79.3,4.532835239
47778,3,2000,40.6,-79.3,5.500187639
47784,3,2000,39.2,-79.2,8.014017971
47789,3,2000,40.5,-79.1,9.475061292
47798,3,2000,36.4,-79,9.979817012
47800,3,2000,40.3,-79,8.225571379
47827,3,2000,36.8,-78.7,4.32489692
47964,3,2000,38.3,-76.9,2.681335529
48004,3,2000,40,-76.6,5.463399073
48005,3,2000,41,-76.6,5.031083623
48014,3,2000,39.1,-76.5,10.25648032
48185,3,2000,40.1,-74.7,2.299818439
48216,3,2000,40.6,-74.2,2.13251819
48239,3,2000,40.7,-73.9,5.646721314
48459,3,2000,41.7,-71.1,5.545385677
48461,3,2000,42.3,-71.1,5.487059811
48717,3,2000,47.9,-65.9,6.611117227
60668,4,2000,35.1,-114.5,20.73901979
60705,4,2000,33.3,-112.8,3.707017921
60710,4,2000,39.5,-112.5,11.2476794
60750,4,2000,36.9,-111.3,13.8827042
60754,4,2000,39.1,-111.1,8.481042751
60756,4,2000,39.3,-111,5.1271587
60758,4,2000,29,-110.9,1.823484836
60770,4,2000,41.7,-110.5,4.803572905
60775,4,2000,34.9,-110.3,5.633403125
60782,4,2000,34.4,-109.2,4.670854538
