,month,year,latitude,longitude,co2
1161552,4,2006,41,-101.1,8.404941422
1161555,4,2006,47.3,-101.1,9.78264086
1161562,4,2006,28.3,-100.8,6.386787834
1161637,4,2006,29.4,-98.4,4.717088657
1161678,4,2006,25.8,-97.8,4.222507519
1161741,4,2006,30.5,-97,7.651126485
1161745,4,2006,36.4,-97,5.491587217
1161771,4,2006,29.9,-96.7,8.663799803
1161799,4,2006,42.2,-96.3,5.088390499
1161800,4,2006,42.3,-96.3,4.261802602
1161804,4,2006,31.4,-96.2,9.96516335
1161810,4,2006,39.2,-96.1,12.89662305
1161818,4,2006,31.8,-96,6.949676703
1161836,4,2006,41.1,-95.8,4.98244023
1161843,4,2006,40.6,-95.7,3.914240177
1161846,4,2006,29.4,-95.6,15.87038884
1161869,4,2006,36.1,-95.3,5.448925163
1161880,4,2006,35.7,-95.2,8.128868642
1161903,4,2006,33,-95,12.15134194
1161918,4,2006,33,-94.8,8.592628998
1161940,4,2006,38.3,-94.6,9.138350026
1161944,4,2006,32.2,-94.5,15.23128785
1162013,4,2006,45.3,-93.8,14.70166734
1162031,4,2006,47.2,-93.6,6.689136899
1162033,4,2006,32,-93.5,4.331005854
1162055,4,2006,30.2,-93.2,7.275123673
1162101,4,2006,39.5,-92.6,6.67631907
1162110,4,2006,41,-92.5,4.219394854
1162140,4,2006,34.4,-92.1,9.095626679
1162211,4,2006,35.6,-91.4,8.762089077
1162215,4,2006,30.7,-91.3,9.841320927
1162247,4,2006,41.3,-91,6.066429334
1162269,4,2006,38.5,-90.8,15.01561663
1162314,4,2006,38.4,-90.3,5.25145846
1162320,4,2006,38.1,-90.2,6.468703126
1162322,4,2006,38.9,-90.2,5.071187297
1162331,4,2006,35,-90.1,3.922787262
1162372,4,2006,38.2,-89.8,11.13674203
1162402,4,2006,40.5,-89.6,12.19156997
1162405,4,2006,44.8,-89.6,3.371449115
1162414,4,2006,36.5,-89.5,6.258532339
1162432,4,2006,39,-89.4,4.720125002
1162433,4,2006,39.5,-89.4,6.366130438
1162436,4,2006,43.4,-89.4,6.84573318
1162505,4,2006,37.2,-88.8,7.224383953
1162514,4,2006,37.1,-88.7,7.624673395
1162573,4,2006,38.9,-88.2,6.288856297
1162588,4,2006,41.4,-88.1,6.843574381
1162603,4,2006,41.6,-88,4.386996705
1162621,4,2006,42.5,-87.9,8.086188907
1162630,4,2006,42.8,-87.8,6.274262159
1162633,4,2006,38.3,-87.7,17.05426024
1162638,4,2006,43.7,-87.7,4.345506874
1162641,4,2006,36.3,-87.6,13.82315837
1162656,4,2006,39,-87.5,5.152506754
1162663,4,2006,39.9,-87.4,5.725753494
1162671,4,2006,37.9,-87.3,5.932699343
1162680,4,2006,33.6,-87.2,5.878242577
1162681,4,2006,38.5,-87.2,10.60772149
1162701,4,2006,33.6,-87,15.01950754
1162705,4,2006,37.9,-87,13.57678778
1162707,4,2006,41.2,-87,8.787038729
1162720,4,2006,37.2,-86.9,10.68545827
1162777,4,2006,33.2,-86.4,8.840386923
1162778,4,2006,36.3,-86.4,5.648835322
1162823,4,2006,42.9,-86.2,8.003563446
1162895,4,2006,38,-85.9,7.989120772
1162919,4,2006,34.8,-85.7,7.30263583
1162939,4,2006,38.7,-85.4,7.201252454
1162962,4,2006,33.4,-85,9.826739166
1162963,4,2006,38.7,-85,10.06648484
1162968,4,2006,34.1,-84.9,15.11930497
1162986,4,2006,39.1,-84.8,6.250604369
1163077,4,2006,38.8,-84.2,7.130193626
1163078,4,2006,38.9,-84.2,5.129549703
1163137,4,2006,33,-83.8,18.33692953
1163138,4,2006,38.7,-83.8,4.074209028
1163174,4,2006,38.6,-83.6,9.495419887
1163196,4,2006,41.8,-83.4,13.4494947
1163207,4,2006,33.1,-83.2,5.543101346
1163262,4,2006,38.1,-82.6,5.09664556
1163274,4,2006,27.7,-82.4,6.98438898
1163275,4,2006,27.9,-82.4,2.807647928
1163280,4,2006,42.7,-82.4,14.68509121
1163285,4,2006,27.6,-82.3,4.344370896
1163300,4,2006,38.9,-82.1,20.98070385
1163314,4,2006,38.9,-81.9,10.78060924
1163320,4,2006,38.4,-81.8,12.99826633
1163321,4,2006,40.1,-81.8,7.795697617
1163324,4,2006,26.6,-81.7,4.20375491
1163335,4,2006,29.7,-81.6,6.239513343
1163341,4,2006,39.5,-81.6,6.462395875
1163348,4,2006,30.4,-81.5,9.799159234
1163367,4,2006,41.6,-81.4,5.540710343
1163372,4,2006,28.8,-81.3,5.912708504
1163387,4,2006,39.3,-81.2,4.949755916
1163393,4,2006,28.4,-81.1,5.242620529
1163396,4,2006,32.3,-81.1,1.089520399
1163414,4,2006,35.5,-80.9,10.29905515
1163421,4,2006,39.8,-80.8,10.29513007
1163441,4,2006,40.2,-80.6,8.713787509
1163443,4,2006,40.5,-80.6,10.77656275
1163446,4,2006,27,-80.5,8.6804885
1163452,4,2006,40.6,-80.4,15.23356511
1163457,4,2006,39.3,-80.3,10.87836515
1163473,4,2006,33.3,-80.1,6.788571874
1163479,4,2006,36.2,-80,10.49303701
1163496,4,2006,39.7,-79.9,5.863331367
1163497,4,2006,39.8,-79.9,6.936347905
1163552,4,2006,33.3,-79.3,4.589341774
1163554,4,2006,40.6,-79.3,6.239045397
1163560,4,2006,39.2,-79.2,9.097981143
1163566,4,2006,40.5,-79.1,10.75659195
1163577,4,2006,36.4,-79,11.32969135
1163579,4,2006,40.3,-79,9.338134063
1163610,4,2006,36.8,-78.7,4.909867061
1163752,4,2006,38.3,-76.9,3.044001292
1163792,4,2006,40,-76.6,6.202364682
1163793,4,2006,41,-76.6,5.711578975
1163802,4,2006,39.1,-76.5,10.38433447
1163976,4,2006,40.1,-74.7,2.732501351
1164007,4,2006,40.6,-74.2,2.898201656
1164030,4,2006,40.7,-73.9,6.529341612
1164252,4,2006,41.7,-71.1,6.295441723
1164254,4,2006,42.3,-71.1,6.296849686
1164523,4,2006,47.9,-65.9,5.750037766
1176747,5,2006,35.1,-114.5,12.36516613
1176784,5,2006,33.3,-112.8,5.253857715
1176789,5,2006,39.5,-112.5,13.2208648
1176829,5,2006,36.9,-111.3,16.31805988
1176833,5,2006,39.1,-111.1,9.968852697
1176835,5,2006,39.3,-111,6.026589101
1176837,5,2006,29,-110.9,2.728202024
1176849,5,2006,41.7,-110.5,5.646238635
1176854,5,2006,34.9,-110.3,6.621644243
1176861,5,2006,34.4,-109.2,5.490239957
1176863,5,2006,34.3,-109.1,5.424828894
1176868,5,2006,41.7,-108.8,15.77679258
1176874,5,2006,36.6,-108.4,14.11299371
1176875,5,2006,36.8,-108.4,12.62538768
1176891,5,2006,40.4,-107.5,9.781063753
1176903,5,2006,45.8,-106.6,18.64461518
1176915,5,2006,42.8,-105.7,6.682302177
1176920,5,2006,49,-105.4,7.374526234
1176921,5,2006,44.2,-105.3,5.434755949
1176935,5,2006,42.1,-104.9,13.84183142
1176980,5,2006,49,-103,11.01018564
1176983,5,2006,49,-102.8,3.729700333
1176993,5,2006,34.1,-102.5,6.635115074
1177009,5,2006,47.3,-101.8,7.932023116
1177014,5,2006,35.2,-101.7,7.897837131
1177031,5,2006,47.2,-101.3,5.517793958
1177034,5,2006,47,-101.2,6.398411046
1177035,5,2006,41,-101.1,9.757741893
1177038,5,2006,47.3,-101.1,11.35718582
1177045,5,2006,28.3,-100.8,6.031966353
1177120,5,2006,29.4,-98.4,5.476318271
1177161,5,2006,25.8,-97.8,3.987923687
1177224,5,2006,30.5,-97,8.882598122
1177228,5,2006,36.4,-97,6.375474033
1177254,5,2006,29.9,-96.7,10.05826455
1177282,5,2006,42.2,-96.3,5.907382525
1177283,5,2006,42.3,-96.3,4.947752117
1177287,5,2006,31.4,-96.2,11.56908636
1177293,5,2006,39.2,-96.1,14.9723723
1177301,5,2006,31.8,-96,8.068247836
1177319,5,2006,41.1,-95.8,5.784378751
1177326,5,2006,40.6,-95.7,4.544248935
1177329,5,2006,29.4,-95.6,18.42477488
1177352,5,2006,36.1,-95.3,6.325946022
1177363,5,2006,35.7,-95.2,9.437234286
1177386,5,2006,33,-95,14.10713673
1177401,5,2006,33,-94.8,9.975638503
1177423,5,2006,38.3,-94.6,10.60919487
1177427,5,2006,32.2,-94.5,17.68280829
1177496,5,2006,45.3,-93.8,17.06794383
1177514,5,2006,47.2,-93.6,7.76577324
1177516,5,2006,32,-93.5,5.028094427
1177538,5,2006,30.2,-93.2,8.446076463
1177584,5,2006,39.5,-92.6,7.750892677
1177593,5,2006,41,-92.5,4.898519077
1177623,5,2006,34.4,-92.1,10.55959496
1177694,5,2006,35.6,-91.4,10.17237382
1177698,5,2006,30.7,-91.3,11.42531144
1177730,5,2006,41.3,-91,7.042839199
1177752,5,2006,38.5,-90.8,17.43242539
1177797,5,2006,38.4,-90.3,6.096696125
1177803,5,2006,38.1,-90.2,7.509859854
1177805,5,2006,38.9,-90.2,5.887409956
1177814,5,2006,35,-90.1,4.554171275
1177855,5,2006,38.2,-89.8,12.92923311
1177885,5,2006,40.5,-89.6,14.15383938
1177888,5,2006,44.8,-89.6,3.914093722
1177897,5,2006,36.5,-89.5,7.265861997
1177915,5,2006,39,-89.4,5.479843188
1177916,5,2006,39.5,-89.4,7.390778221
1177919,5,2006,43.4,-89.4,7.947574362
1177988,5,2006,37.2,-88.8,8.387170084
1177997,5,2006,37.1,-88.7,8.85188696
1178056,5,2006,38.9,-88.2,7.301066384
1178071,5,2006,41.4,-88.1,7.945067846
1178086,5,2006,41.6,-88,5.093097068
1178104,5,2006,42.5,-87.9,9.387685059
1178113,5,2006,42.8,-87.8,7.284123087
1178116,5,2006,38.3,-87.7,19.7991934
1178121,5,2006,43.7,-87.7,5.044929283
1178124,5,2006,36.3,-87.6,16.04803739
1178139,5,2006,39,-87.5,5.981817754
1178146,5,2006,39.9,-87.4,6.647330585
1178154,5,2006,37.9,-87.3,6.887584874
1178163,5,2006,33.6,-87.2,6.824363256
1178164,5,2006,38.5,-87.2,12.31506644
1178184,5,2006,33.6,-87,17.43694101
1178188,5,2006,37.9,-87,15.76201162
1178190,5,2006,41.2,-87,10.20133814
1178203,5,2006,37.2,-86.9,12.405314
1178260,5,2006,33.2,-86.4,10.2632732
1178261,5,2006,36.3,-86.4,6.558031884
1178306,5,2006,42.9,-86.2,9.291760856
1178378,5,2006,38,-85.9,9.274993186
1178402,5,2006,34.8,-85.7,8.478016425
1178422,5,2006,38.7,-85.4,8.360315645
1178445,5,2006,33.4,-85,11.40838288
1178446,5,2006,38.7,-85,11.68671524
1178451,5,2006,34.1,-84.9,17.55280183
1178469,5,2006,39.1,-84.8,7.256658078
1178560,5,2006,38.8,-84.2,8.277819841
1178561,5,2006,38.9,-84.2,5.955166052
1178620,5,2006,33,-83.8,21.28831288
1178621,5,2006,38.7,-83.8,4.729964832
1178657,5,2006,38.6,-83.6,11.02373603
1178679,5,2006,41.8,-83.4,15.61423029
1178690,5,2006,33.1,-83.2,6.435280353
1178745,5,2006,38.1,-82.6,5.916965398
1178757,5,2006,27.7,-82.4,8.108547176
1178758,5,2006,27.9,-82.4,3.259547269
1178763,5,2006,42.7,-82.4,14.86326428
1178768,5,2006,27.6,-82.3,5.043610312
1178783,5,2006,38.9,-82.1,24.35761155
1178797,5,2006,38.9,-81.9,12.51577989
1178803,5,2006,38.4,-81.8,15.09037601
1178804,5,2006,40.1,-81.8,9.050438071
1178807,5,2006,26.6,-81.7,4.880362008
1178818,5,2006,29.7,-81.6,7.243781904
1178824,5,2006,39.5,-81.6,7.502537737
1178831,5,2006,30.4,-81.5,9.799159234
1178850,5,2006,41.6,-81.4,6.432503913
1178855,5,2006,28.8,-81.3,6.864376759
1178870,5,2006,39.3,-81.2,5.746433875
1178876,5,2006,28.4,-81.1,6.086436086
1178879,5,2006,32.3,-81.1,1.264881887
1178897,5,2006,35.5,-80.9,11.95671887
1178904,5,2006,39.8,-80.8,11.95216081
1178924,5,2006,40.2,-80.6,10.1162981
1178926,5,2006,40.5,-80.6,12.51108275
1178929,5,2006,27,-80.5,10.07763893
1178935,5,2006,40.6,-80.4,17.68545213
1178940,5,2006,39.3,-80.3,12.62927034
1178956,5,2006,33.3,-80.1,7.881212674
1178962,5,2006,36.2,-80,12.18192345
1178979,5,2006,39.7,-79.9,6.807051614
1178980,5,2006,39.8,-79.9,8.052773795
1179035,5,2006,33.3,-79.3,4.589341774
1179037,5,2006,40.6,-79.3,7.243237931
1179043,5,2006,39.2,-79.2,10.56232837
1179049,5,2006,40.5,-79.1,12.48789762
1179060,5,2006,36.4,-79,13.15323895
1179062,5,2006,40.3,-79,10.84113457
1179093,5,2006,36.8,-78.7,5.700124908
1179235,5,2006,38.3,-76.9,3.533942458
1179275,5,2006,40,-76.6,7.200654261
1179276,5,2006,41,-76.6,6.630874683
1179285,5,2006,39.1,-76.5,10.38433447
1179459,5,2006,40.1,-74.7,3.172305409
1179490,5,2006,40.6,-74.2,3.36467598
1179513,5,2006,40.7,-73.9,7.580258607
1179735,5,2006,41.7,-71.1,7.308712055
1179737,5,2006,42.3,-71.1,6.296849686
1180006,5,2006,47.9,-65.9,5.750037766
1192230,6,2006,35.1,-114.5,14.20943537
1192267,6,2006,33.3,-112.8,6.037472675
1192272,6,2006,39.5,-112.5,15.19276187
1192312,6,2006,36.9,-111.3,18.75190446
1192316,6,2006,39.1,-111.1,11.45571025
1192318,6,2006,39.3,-111,6.92545667
1192320,6,2006,29,-110.9,2.567719552
1192332,6,2006,41.7,-110.5,6.488377483
1192337,6,2006,34.9,-110.3,7.609265362
1192344,6,2006,34.4,-109.2,6.309111166
1192346,6,2006,34.3,-109.1,6.233943961
1192351,6,2006,41.7,-108.8,18.12990647
1192357,6,2006,36.6,-108.4,16.21795127
1192358,6,2006,36.8,-108.4,14.50846932
1192374,6,2006,40.4,-107.5,11.23991291
1192386,6,2006,45.8,-106.6,21.42546466
1192398,6,2006,42.8,-105.7,7.678970447
1192403,6,2006,49,-105.4,8.473635768
1192404,6,2006,44.2,-105.3,6.245352059
1192418,6,2006,42.1,-104.9,15.90634524
1192463,6,2006,49,-103,12.65115889
1192466,6,2006,49,-102.8,4.285580031
1192476,6,2006,34.1,-102.5,7.624745296
1192492,6,2006,47.3,-101.8,9.115087691
1192497,6,2006,35.2,-101.7,9.075802627
1192514,6,2006,47.2,-101.3,6.340774722
1192517,6,2006,47,-101.2,7.352736102
1192518,6,2006,41,-101.1,11.2131127
1192521,6,2006,47.3,-101.1,13.05111476
1192528,6,2006,28.3,-100.8,5.677144873
1192603,6,2006,29.4,-98.4,6.293113191
1192644,6,2006,25.8,-97.8,3.753339854
1192707,6,2006,30.5,-97,10.2074403
1192711,6,2006,36.4,-97,7.326378487
1192737,6,2006,29.9,-96.7,11.55845798
1192765,6,2006,42.2,-96.3,6.788470506
1192766,6,2006,42.3,-96.3,5.685711112
1192770,6,2006,31.4,-96.2,13.29461992
1192776,6,2006,39.2,-96.1,17.20550697
1192784,6,2006,31.8,-96,9.271629751
1192802,6,2006,41.1,-95.8,6.647120776
1192809,6,2006,40.6,-95.7,5.222025015
1192812,6,2006,29.4,-95.6,21.1728375
1192835,6,2006,36.1,-95.3,7.269462942
1192846,6,2006,35.7,-95.2,10.84480034
1192869,6,2006,33,-95,16.21122086
1192884,6,2006,33,-94.8,11.46350856
1192906,6,2006,38.3,-94.6,12.19155936
1192910,6,2006,32.2,-94.5,20.32020464
1192979,6,2006,45.3,-93.8,19.61363456
1192997,6,2006,47.2,-93.6,8.924041394
1192999,6,2006,32,-93.5,5.778036139
1193021,6,2006,30.2,-93.2,9.705811681
1193067,6,2006,39.5,-92.6,8.90694133
1193076,6,2006,41,-92.5,5.629135034
1193106,6,2006,34.4,-92.1,12.1345619
1193177,6,2006,35.6,-91.4,11.68958656
1193181,6,2006,30.7,-91.3,13.12940082
1193213,6,2006,41.3,-91,8.093281176
1193235,6,2006,38.5,-90.8,20.032478
1193280,6,2006,38.4,-90.3,7.006020576
1193286,6,2006,38.1,-90.2,8.629958589
1193288,6,2006,38.9,-90.2,6.765519349
1193297,6,2006,35,-90.1,5.233427808
1193338,6,2006,38.2,-89.8,14.85763361
1193368,6,2006,40.5,-89.6,16.26488967
1193371,6,2006,44.8,-89.6,4.497882212
1193380,6,2006,36.5,-89.5,8.349568212
1193398,6,2006,39,-89.4,6.297163811
1193399,6,2006,39.5,-89.4,8.493115638
1193402,6,2006,43.4,-89.4,9.132958039
1193471,6,2006,37.2,-88.8,9.638119824
1193480,6,2006,37.1,-88.7,10.17214986
1193539,6,2006,38.9,-88.2,8.39002314
1193554,6,2006,41.4,-88.1,9.130077284
1193569,6,2006,41.6,-88,5.852734219
1193587,6,2006,42.5,-87.9,10.78786181
1193596,6,2006,42.8,-87.8,8.370552699
1193599,6,2006,38.3,-87.7,22.75225052
1193604,6,2006,43.7,-87.7,5.797382226
1193607,6,2006,36.3,-87.6,18.44160797
1193622,6,2006,39,-87.5,6.874007959
1193629,6,2006,39.9,-87.4,7.638782496
1193637,6,2006,37.9,-87.3,7.914870599
1193646,6,2006,33.6,-87.2,7.842219929
1193647,6,2006,38.5,-87.2,14.15186269
1193667,6,2006,33.6,-87,20.03766666
1193671,6,2006,37.9,-87,18.11292251
1193673,6,2006,41.2,-87,11.72287202
1193686,6,2006,37.2,-86.9,14.25557106
1193743,6,2006,33.2,-86.4,11.79404459
1193744,6,2006,36.3,-86.4,7.536165016
1193789,6,2006,42.9,-86.2,10.67763049
1193861,6,2006,38,-85.9,10.6583622
1193885,6,2006,34.8,-85.7,9.742515969
1193905,6,2006,38.7,-85.4,9.607259555
1193928,6,2006,33.4,-85,13.10994629
1193929,6,2006,38.7,-85,13.42979264
1193934,6,2006,34.1,-84.9,20.17080848
1193952,6,2006,39.1,-84.8,8.338991101
1194043,6,2006,38.8,-84.2,9.512459248
1194044,6,2006,38.9,-84.2,6.843381074
1194103,6,2006,33,-83.8,24.46347105
1194104,6,2006,38.7,-83.8,5.435440777
1194140,6,2006,38.6,-83.6,12.66792951
1194162,6,2006,41.8,-83.4,17.94309821
1194173,6,2006,33.1,-83.2,7.395104658
1194228,6,2006,38.1,-82.6,6.799483148
1194240,6,2006,27.7,-82.4,9.317939897
1194241,6,2006,27.9,-82.4,3.745709801
1194246,6,2006,42.7,-82.4,17.07850503
1194251,6,2006,27.6,-82.3,5.795866411
1194266,6,2006,38.9,-82.1,27.99055757
1194280,6,2006,38.9,-81.9,14.38251289
1194286,6,2006,38.4,-81.8,17.3411111
1194287,6,2006,40.1,-81.8,10.40031418
1194290,6,2006,26.6,-81.7,5.608269596
1194301,6,2006,29.7,-81.6,8.324194227
1194307,6,2006,39.5,-81.6,8.621543813
1194314,6,2006,30.4,-81.5,9.799159234
1194333,6,2006,41.6,-81.4,7.391914492
1194338,6,2006,28.8,-81.3,7.888200627
1194353,6,2006,39.3,-81.2,6.603516347
1194359,6,2006,28.4,-81.1,6.994230578
1194362,6,2006,32.3,-81.1,1.453539537
1194380,6,2006,35.5,-80.9,13.74006791
1194387,6,2006,39.8,-80.8,13.73483092
1194407,6,2006,40.2,-80.6,11.62514676
1194409,6,2006,40.5,-80.6,14.37711442
1194412,6,2006,27,-80.5,11.58072254
1194418,6,2006,40.6,-80.4,20.32324334
1194423,6,2006,39.3,-80.3,14.51293072
1194439,6,2006,33.3,-80.1,9.056698174
1194445,6,2006,36.2,-80,13.99886087
1194462,6,2006,39.7,-79.9,7.822326334
1194463,6,2006,39.8,-79.9,9.253847806
1194518,6,2006,33.3,-79.3,4.589341774
1194520,6,2006,40.6,-79.3,8.323569513
1194526,6,2006,39.2,-79.2,12.13770315
1194532,6,2006,40.5,-79.1,14.35047215
1194543,6,2006,36.4,-79,15.11504866
1194545,6,2006,40.3,-79,12.45809406
1194576,6,2006,36.8,-78.7,6.550300168
1194718,6,2006,38.3,-76.9,4.061031399
1194758,6,2006,40,-76.6,8.274634391
1194759,6,2006,41,-76.6,7.61987194
1194768,6,2006,39.1,-76.5,10.38433447
1194942,6,2006,40.1,-74.7,3.645455919
1194973,6,2006,40.6,-74.2,3.866518531
1194996,6,2006,40.7,-73.9,8.710856659
1195218,6,2006,41.7,-71.1,8.398808619
1195220,6,2006,42.3,-71.1,6.296849686
1195489,6,2006,47.9,-65.9,5.750037766
1207713,7,2006,35.1,-114.5,14.13599025
1207750,7,2006,33.3,-112.8,6.006266456
1207755,7,2006,39.5,-112.5,15.11423418
1207795,7,2006,36.9,-111.3,18.65498071
1207799,7,2006,39.1,-111.1,11.39649918
1207801,7,2006,39.3,-111,6.889661163
1207803,7,2006,29,-110.9,2.80844326
1207815,7,2006,41.7,-110.5,6.454840375
1207820,7,2006,34.9,-110.3,7.569934918
1207827,7,2006,34.4,-109.2,6.27650111
1207829,7,2006,34.3,-109.1,6.201722288
1207834,7,2006,41.7,-108.8,18.03619706
1207840,7,2006,36.6,-108.4,16.1341253
1207841,7,2006,36.8,-108.4,14.43347892
1207857,7,2006,40.4,-107.5,11.1818169
1207869,7,2006,45.8,-106.6,21.31472295
1207881,7,2006,42.8,-105.7,7.63927932
1207886,7,2006,49,-105.4,8.58073822
1207887,7,2006,44.2,-105.3,6.21307145
1207901,7,2006,42.1,-104.9,15.82412938
1207946,7,2006,49,-103,12.81106439
1207949,7,2006,49,-102.8,4.33974772
1207959,7,2006,34.1,-102.5,7.585334701
1207975,7,2006,47.3,-101.8,9.067973668
1207980,7,2006,35.2,-101.7,9.028891931
1207997,7,2006,47.2,-101.3,6.308000826
1208000,7,2006,47,-101.2,7.314731702
1208001,7,2006,41,-101.1,11.15515459
1208004,7,2006,47.3,-101.1,12.98365628
1208011,7,2006,28.3,-100.8,6.209376799
1208086,7,2006,29.4,-98.4,6.260585644
1208127,7,2006,25.8,-97.8,4.105215456
1208190,7,2006,30.5,-97,10.15468145
1208194,7,2006,36.4,-97,7.288510227
1208220,7,2006,29.9,-96.7,11.49871531
1208248,7,2006,42.2,-96.3,6.753382811
1208249,7,2006,42.3,-96.3,5.656323046
1208253,7,2006,31.4,-96.2,13.22590258
1208259,7,2006,39.2,-96.1,17.11657603
1208267,7,2006,31.8,-96,9.223707137
1208285,7,2006,41.1,-95.8,6.612763289
1208292,7,2006,40.6,-95.7,5.195033846
1208295,7,2006,29.4,-95.6,21.06339944
1208318,7,2006,36.1,-95.3,7.231889358
1208329,7,2006,35.7,-95.2,10.78874702
1208352,7,2006,33,-95,16.12742907
1208367,7,2006,33,-94.8,11.40425623
1208389,7,2006,38.3,-94.6,12.12854461
1208393,7,2006,32.2,-94.5,20.21517494
1208462,7,2006,45.3,-93.8,19.51225649
1208480,7,2006,47.2,-93.6,8.877915127
1208482,7,2006,32,-93.5,5.748171287
1208504,7,2006,30.2,-93.2,9.655644812
1208550,7,2006,39.5,-92.6,8.860903465
1208559,7,2006,41,-92.5,5.600039287
1208589,7,2006,34.4,-92.1,12.07184182
1208660,7,2006,35.6,-91.4,11.62916614
1208664,7,2006,30.7,-91.3,13.06153805
1208696,7,2006,41.3,-91,8.051448931
1208718,7,2006,38.5,-90.8,19.92893583
1208763,7,2006,38.4,-90.3,6.969808397
1208769,7,2006,38.1,-90.2,8.585352261
1208771,7,2006,38.9,-90.2,6.730550114
1208780,7,2006,35,-90.1,5.206377704
1208821,7,2006,38.2,-89.8,14.78083743
1208851,7,2006,40.5,-89.6,16.18082088
1208854,7,2006,44.8,-89.6,4.474633726
1208863,7,2006,36.5,-89.5,8.306411102
1208881,7,2006,39,-89.4,6.264615047
1208882,7,2006,39.5,-89.4,8.449217123
1208885,7,2006,43.4,-89.4,9.085752077
1208954,7,2006,37.2,-88.8,9.58830303
1208963,7,2006,37.1,-88.7,10.11957254
1209022,7,2006,38.9,-88.2,8.34665681
1209037,7,2006,41.4,-88.1,9.082886645
1209052,7,2006,41.6,-88,5.822482752
1209070,7,2006,42.5,-87.9,10.73210199
1209079,7,2006,42.8,-87.8,8.327287149
1209082,7,2006,38.3,-87.7,22.6346511
1209087,7,2006,43.7,-87.7,5.767417184
1209090,7,2006,36.3,-87.6,18.34628727
1209105,7,2006,39,-87.5,6.83847825
1209112,7,2006,39.9,-87.4,7.59929941
1209120,7,2006,37.9,-87.3,7.873960691
1209129,7,2006,33.6,-87.2,7.801685439
1209130,7,2006,38.5,-87.2,14.07871579
1209150,7,2006,33.6,-87,19.93409856
1209154,7,2006,37.9,-87,18.01930032
1209156,7,2006,41.2,-87,11.6622795
1209169,7,2006,37.2,-86.9,14.18188785
1209226,7,2006,33.2,-86.4,11.73308432
1209227,7,2006,36.3,-86.4,7.497212348
1209272,7,2006,42.9,-86.2,10.62243998
1209344,7,2006,38,-85.9,10.60327188
1209368,7,2006,34.8,-85.7,9.692159329
1209388,7,2006,38.7,-85.4,9.557602476
1209411,7,2006,33.4,-85,13.04218489
1209412,7,2006,38.7,-85,13.36037752
1209417,7,2006,34.1,-84.9,20.06654965
1209435,7,2006,39.1,-84.8,8.295888802
1209526,7,2006,38.8,-84.2,9.463291921
1209527,7,2006,38.9,-84.2,6.808009311
1209586,7,2006,33,-83.8,24.33702664
1209587,7,2006,38.7,-83.8,5.40734634
1209623,7,2006,38.6,-83.6,12.60245244
1209645,7,2006,41.8,-83.4,17.85035533
1209656,7,2006,33.1,-83.2,7.356881018
1209711,7,2006,38.1,-82.6,6.764338286
1209723,7,2006,27.7,-82.4,9.269778006
1209724,7,2006,27.9,-82.4,3.726349274
1209729,7,2006,42.7,-82.4,17.29436955
1209734,7,2006,27.6,-82.3,5.765909031
1209749,7,2006,38.9,-82.1,27.84588331
1209763,7,2006,38.9,-81.9,14.30817314
1209769,7,2006,38.4,-81.8,17.25147883
1209770,7,2006,40.1,-81.8,10.34655815
1209773,7,2006,26.6,-81.7,5.5792817
1209784,7,2006,29.7,-81.6,8.281168542
1209790,7,2006,39.5,-81.6,8.576981098
1209797,7,2006,30.4,-81.5,9.799159234
1209816,7,2006,41.6,-81.4,7.353707355
1209821,7,2006,28.8,-81.3,7.847428627
1209836,7,2006,39.3,-81.2,6.569384583
1209842,7,2006,28.4,-81.1,6.958079102
1209845,7,2006,32.3,-81.1,1.446026617
1209863,7,2006,35.5,-80.9,13.66904857
1209870,7,2006,39.8,-80.8,13.66383869
1209890,7,2006,40.2,-80.6,11.5650599
1209892,7,2006,40.5,-80.6,14.30280296
1209895,7,2006,27,-80.5,11.52086553
1209901,7,2006,40.6,-80.4,20.2181995
1209906,7,2006,39.3,-80.3,14.43791793
1209922,7,2006,33.3,-80.1,9.009886489
1209928,7,2006,36.2,-80,13.92650488
1209945,7,2006,39.7,-79.9,7.78189439
1209946,7,2006,39.8,-79.9,9.20601713
1210001,7,2006,33.3,-79.3,4.589341774
1210003,7,2006,40.6,-79.3,8.280547365
1210009,7,2006,39.2,-79.2,12.07496657
1210015,7,2006,40.5,-79.1,14.27629859
1210026,7,2006,36.4,-79,15.03692291
1210028,7,2006,40.3,-79,12.3937014
1210059,7,2006,36.8,-78.7,6.516443631
1210201,7,2006,38.3,-76.9,4.040040723
1210241,7,2006,40,-76.6,8.231864485
1210242,7,2006,41,-76.6,7.580486686
1210251,7,2006,39.1,-76.5,10.38433447
1210425,7,2006,40.1,-74.7,3.626613729
1210456,7,2006,40.6,-74.2,3.846533586
1210479,7,2006,40.7,-73.9,8.66583248
1210701,7,2006,41.7,-71.1,8.355397498
1210703,7,2006,42.3,-71.1,6.296849686
1210972,7,2006,47.9,-65.9,5.750037766
1223196,8,2006,35.1,-114.5,11.64417106
1223233,8,2006,33.3,-112.8,4.94751284
1223238,8,2006,39.5,-112.5,12.44997514
1223278,8,2006,36.9,-111.3,15.36657609
1223282,8,2006,39.1,-111.1,9.387582511
1223284,8,2006,39.3,-111,5.675187043
1223286,8,2006,29,-110.9,3.049166968
1223298,8,2006,41.7,-110.5,5.317014504
